"","Ozone","Temp","Press","RH","WindDir","WindSpeed","Rainfall","VPD","OzoneG","TempG","PressG","RHG","WindDirG","WindSpeedG","RainfallG","VPDG","OzoneP"
"440",38.8,84.375,29.796,66.75,225,3.5,0.31,13.4482077813427,40.25,83.2,29.7955,69.25,106.75,1,0.03,12.0154357861449,38.925
"441",40.975,83.025,29.799,63.25,202.25,3.25,0.31,14.1945919431497,41.7,83.875,29.78625,64,53.75,1.25,0.03,14.2866346917873,43.5
"442",37.925,80.25,29.786,69.5,166.5,1.25,0.31,10.7686345286208,39.25,81.525,29.77925,67.25,134.5,1.75,0.03,12.0379787085148,43.8
"443",30.875,77.05,29.7895,78,164.5,0,0.31,6.98814566676925,34.725,79.65,29.77,70.25,116,0,0.03,10.2978145224663,34.425
"444",24.825,75.5,29.81575,82.75,131.5,0.25,0.31,5.20882714485253,26.2,77.75,29.7785,74.75,47,0.25,0.03,8.2111083244857,25.975
"445",17.425,73.9,29.81875,86.25,153.25,0.25,0.31,3.93640631573659,21.85,76,29.80175,79.75,64,0,0.03,6.21561331760455,22.3
"446",15.775,72.875,29.80725,88.75,75.75,0.25,0.155,3.10695311798689,16.125,73.875,29.80975,86.25,90.5,0,0.03,3.93349481833947,23.025
"447",17.05,72.7,29.8095,90,58,0,0,2.74478205378848,12.325,72.975,29.7955,88.25,117,0,0.0225,3.2570458412422,18.825
"448",15.325,72.575,29.80575,91.5,109.25,0,0,2.32385578215417,8.375,71.875,29.8015,90.5,117,0,0,2.53846970215387,5.675
"449",12.3,71.65,29.782,93.5,129.75,1,0,1.72313488929359,3.75,70.875,29.7895,92.75,117,0,0,1.87135179642243,13.7
"450",14.275,71.425,29.78975,93.25,175,0.5,0,1.7746564663088,6.25,70.675,29.7695,93.75,117,0,0,1.60192296461245,6.9
"451",12.725,70.95,29.801,93,167.75,0.75,0,1.81096290844584,4.875,70.925,29.7815,93.5,117,0,0,1.68049143134386,9.375
"452",8.85,70.45,29.8085,94,134,0,0,1.52606425491035,4.775,70.475,29.77775,94,116.25,0,0,1.52735089880771,10.7
"453",9.475,70.975,29.81225,93,158,0.5,0,1.81992330269872,3.7,69.9,29.785,94.25,116,0,0,1.43576471529868,8.25
"454",17.2333333333333,73.8333333333333,29.8133333333333,87.3333333333333,196.666666666667,3,0,3.62184542881075,3.9,70.4,29.788,94.25,116.5,0,0,1.46684048802202,4.425
"455",25.9333333333333,77.9666666666667,29.8333333333333,81,239,3,0,6.22071270868528,13.6,73.7,29.79825,88.25,132.5,0,0,3.35430158552349,11.55
"456",35.325,79.75,29.83325,77.5,281.25,2.75,0,7.8094832543523,20.925,76.15,29.81875,83,138,0,0,5.24445494650009,19.2
"457",46.65,82.125,29.8355,71.5,196.75,2.5,0,10.6894204515092,29.35,77.475,29.82625,79.25,135.5,0,0,6.68183186018656,31.4
"458",52.175,84.35,29.8395,70,246.25,3,0,12.074419459471,37.65,79.825,29.82575,73.75,105.25,0,0,9.13647900214516,37.7
"459",50.95,86.2,29.82175,65.5,207.5,4,0,14.7467348072227,43.9333333333333,81.9666666666667,29.8326666666667,69,74.3333333333333,0.666666666666667,0,11.5593502369262,44.275
"463",21.6,75.25,29.7875,88,204,1,0.13,3.58786102291989,29.925,81.375,29.7905,76.5,31.5,1.25,0.01,8.61397480494551,35.275
"464",19.475,75.525,29.77725,88.5,237.5,1,0.135,3.47356927278317,26.75,80.525,29.781,77.5,53.25,0.75,0.01,8.02701625973971,27.6
"465",17.9,74.725,29.7865,91.25,232.25,1,0.14,2.57113018143303,25.525,80.5,29.7635,73.5,66.75,0.5,0.01,9.44871177928852,22.25
"466",15.5,74.4,29.80075,92.75,189.75,2.25,0.14,2.10711874431888,19.1,77.25,29.7685,84.75,73.25,0.25,0.01,4.88433629071805,21.575
"467",14.35,74.35,29.814,94.5,126.5,0,0.15,1.59588822149372,20.875,76.275,29.78075,88.5,58,0.5,0.01,3.55740340908283,17.75
"468",11.7,74.175,29.817,95.75,204,0.25,0.165,1.22585621131088,17.625,75.6,29.79275,88.5,75,0,0.0125,3.47907163411074,19.4
"469",9.6,74.075,29.825,96,160.5,0.5,0.17,1.14983496837309,10.125,74.7,29.80825,93,75,0,0.02,2.05722845967839,20.125
"470",7.7,73.9,29.817,96.6666666666667,139.333333333333,0,0.113333333333333,0.952588771065787,7.8,74.375,29.815,95,75,0,0.02,1.45181106223899,10.075
"471",8.53333333333333,73.2333333333333,29.816,96.3333333333333,219.333333333333,1.66666666666667,0,1.02383710969813,8.6,73.8,29.8115,95,75,0,0.015,1.42413414988458,9.325
"472",10.65,72.375,29.80775,96,231.5,1.5,0,1.08596998457055,10.525,72.95,29.8095,95,66.5,0,0,1.38402574606635,10.075
"473",9.825,71.85,29.81975,96.25,240,0.75,0.0275,1.0007502155681,10.725,72.775,29.80625,95,78.25,0,0.0025,1.37586503382309,12.075
"474",8.65,71.65,29.8165,97,301,0.5,0.075,0.794743133572796,18.45,71.9,29.8145,95.5,120,0,0.085,1.20318079852096,26.725
"475",18.725,71.375,29.82925,96,135,1.5,0.0975,1.04983734742108,20.225,71.45,29.80525,96.5,155.5,0,0.1375,0.921391440814087,25.075
"476",19.375,70.625,29.834,96.5,110,0.75,0.34,0.895840751453091,19.025,70.975,29.814,97,176,0,0.14,0.776764285466668,27.7
"477",19.525,70.925,29.83375,96.75,213.25,1,0.37,0.840915986398288,17.45,70.9,29.82525,97,176,0,0.14,0.774791719045605,23.25
"478",20.775,72.225,29.8495,94.75,311.5,2.5,0.37,1.42224933177635,16.1,70.85,29.83525,97.25,176,0,0.14,0.708688987915901,22.15
"479",25.525,73.85,29.8605,89.5,193.25,4.5,0.37,3.00235094050551,15.375,71.825,29.84625,97.25,174,0,0.14,0.734083549230726,21.45
"480",28.8,76,29.859,85,36,4.5,0.37,4.62378425354503,19.8,73.125,29.8515,93.25,173.5,0,0.14,1.89178910652607,24.35
"481",33.6,77.25,29.869,80.5,173,5.5,0.37,6.22940372397597,23.775,74.85,29.858,88.5,173.25,0,0.14,3.39440932514126,29.675
"482",38.05,79.525,29.868,75.5,188.25,5.75,0.37,8.46118050778745,29.275,76.85,29.86225,84,164.5,0.5,0.14,5.05469406669908,30.8
"483",42.575,81.6,29.86525,70,172.75,6.25,0.37,11.0599690557735,37.925,80.475,29.85925,75,153.75,0.75,0.14,8.94221771937615,34.775
"489",45.5,84,29.84825,50.75,169.5,7.75,0.37,19.6109708231691,43.3,82.65,29.8435,53,169.5,1,0.14,17.9217424474027,46.125
"490",40.975,81.35,29.863,52.25,244.75,4.75,0.37,17.5098739483503,41.875,81.825,29.8455,52.5,158,1,0.14,17.631953824567,44.65
"491",27.9,77.375,29.87775,63.75,313.25,2,0.37,11.6511739826158,38.65,79.975,29.85625,54.25,153.25,0.25,0.14,16.0151855096532,44.325
"492",22.875,73.85,29.906,71.25,300,0,0.37,8.24322816490199,32.425,75.625,29.8695,66.5,143,0,0.14,10.1792072973495,40.275
"493",16.275,70.65,29.916,80.5,300,0,0.37,5.00592258925844,27.575,72.875,29.90025,74,143,0,0.14,7.18531391030057,28.25
"494",11.375,68.575,29.915,87,300,0,0.185,3.10687364907797,18.825,71.475,29.914,79.75,143,0,0.14,5.33948501140953,21.825
"495",9.425,67.775,29.91375,90,300,0,0,2.32094350317385,12.675,70.3,29.914,84.25,143,0,0.105,3.98624847679846,25
"496",10.2,67.3,29.91775,91,300,0,0,2.05591908360601,9.375,69.5,29.91225,86.5,143,0,0,3.32681714934562,10.5
"497",9.65,66.725,29.91275,92.5,300,0,0,1.67925321147164,6.425,68.75,29.91625,89.5,143,0,0,2.52038436448086,7
"498",9.2,66.55,29.915,93,300,0,0,1.5573907490911,7.875,68.3,29.9115,90.25,143,0,0,2.30497545790773,16.65
"499",7.75,66.75,29.931,92.5,237,0,0,1.68079767813009,10.6,67.625,29.9135,91.5,143,0,0,1.96250882737446,10.775
"500",7.275,66.4,29.95375,93,222.5,0,0,1.5493107202131,5.125,66.65,29.92475,93,143,0,0,1.56459954641745,8.575
"501",11,68.125,29.9695,91.5,223,0.25,0,2.01866544498913,6.925,66.225,29.9495,95,141.75,0,0,1.09996025543998,8.1
"502",20.4,73.25,29.9805,81.75,286.5,2.25,0,5.14032575364535,5.625,67.075,29.964,94.5,141,0,0,1.2504474161117,8.25
"503",30.375,78.275,29.988,69.75,306,2.5,0,10.0448761910965,9.825,70.775,29.97,86.5,167.75,0,0,3.4997670409698,16
"504",38.9,81.275,29.986,61.25,248.75,3.5,0,14.1495913818617,17.675,74.175,29.9805,79.75,150.5,0,0,5.86672210581849,22.525
"505",46.825,83.4,29.98475,57.5,297.25,3.5,0,16.6048830476884,28.1,78.125,29.98075,71.25,118,0,0,9.50831716551648,30.825
"506",53,84.75,29.97925,52,306.5,2.75,0,19.5752355412001,40,81.1,29.9815,62.5,112.5,0,0,13.6093566134271,45.825
"510",64.775,86.55,29.94175,45,252,3,0,23.7669590057955,59.3,88.9,29.955,45,155,0,0,25.5885639007854,51.7
"513",59.9,85.85,29.92275,47,105.25,3,0,22.3970289277626,51.95,85.85,29.9215,45,84.5,0,0,23.2355659121616,56.725
"514",49.75,83.65,29.9335,52.75,25,1,0,18.6642122520817,47.175,84.475,29.916,48.75,70,0,0,20.7212094694929,57.675
"515",31.025,78.55,29.942,68.25,96.75,0,0,10.6211630082375,43.05,82.45,29.92275,54,90,0,0,17.4516155210661,53.825
"516",29.275,75.325,29.961,75.75,135.5,0,0,7.27634276143458,34.1,78.8,29.93025,63,90,0,0,12.4793981956959,43.6
"517",14.65,73.175,29.96975,82.25,147,0,0,4.95786922908195,26.2,75.9,29.9505,70,90,0,0,9.17118297032945,34.35
"518",9.15,71.975,29.97675,86,147,0,0,3.75020620646563,22.95,74.975,29.96375,74.25,90,0,0,7.63399661719909,27.875
"519",7.325,71.675,29.97375,86.75,147,0,0,3.51579283834159,21.525,73.35,29.97225,76.5,90,0,0,6.59624100003532,23.8
"520",8,70.625,29.976,90.5,219,0.25,0,2.430349249053,15.85,72.375,29.96975,79.75,108.75,0,0,5.49861389022704,10
"521",9.8,70.725,29.9685,89.25,210.25,0,0,2.75994357438831,10.7,71.7,29.9685,82.25,115,0,0,4.71563078540904,7.95
"522",7.75,69.675,29.964,90.75,211,0,0,2.29145642191533,7.8,70.175,29.95975,86.75,115,0,0,3.34111490141329,8.325
"523",9.8,69.075,29.96575,90.25,198.75,0,0,2.36874250248423,4.875,69.25,29.955,90.25,115,0,0,2.38221230136359,8.1
"524",4.1,68.475,29.96625,93.5,203,0,0,1.54542802871668,3.55,68.7,29.959,91.75,115,0,0,1.97699614645599,3.15
"525",3.15,69.725,29.9795,92.75,204.5,0,0,1.80995617165655,0.9,68.625,29.95925,92.75,115,0,0,1.73267490477953,0.975
"526",23.575,74.075,29.986,81.25,162.75,0.5,0,5.44066670011081,1.15,69.375,29.9705,93,115,0,0,1.71646052685419,2.525
"527",31.825,79.5,29.986,71.5,136.25,1.5,0,9.8449657041876,5.1,72.525,29.9715,90.25,115,0,0,2.70308541102687,6.6
"528",40.35,82.7,29.988,65.75,139.5,2.5,0,13.0837606136918,26.9,77.475,29.97025,74.5,114.5,0,0,8.27660311578978,24.55
"529",49.9,85.325,29.9785,62,131,2.5,0,15.8098375869178,43.875,80.875,29.972,66.25,106.25,0,0,12.1544525974136,41.5
"530",58.375,87.35,29.96475,55,160.25,3.25,0,19.9457083387835,52.225,83.825,29.96575,60,52.25,1,0,15.8574509693021,47.475
"531",56.775,86.575,29.9515,55.5,183.25,4,0,19.3146402964497,50.775,85.35,29.9535,56.75,152.5,1.75,0,17.9774805582358,49.025
"532",57.55,85.925,29.92925,59.5,221.25,2,0,17.1916425341147,58.45,87.9,29.9345,51,180,2,0,22.0942293147337,44.3
"533",60.725,87.325,29.91425,56.75,179.75,1.5,0,19.1471779169038,66.25,88.675,29.9175,51.25,157,2,0,22.526688343113,48.475
"534",58.3,88.75,29.89,54.25,132.75,2.75,0,21.2154281710614,64.75,89,29.9005,47,171,1.5,0,24.7345011777492,47.175
"535",51.1,88.25,29.8755,54.5,138,2,0,20.7515718083944,64.25,88.5,29.87825,49.5,98.75,1,0,23.2043125862987,50.65
"536",44.925,84.275,29.88425,64.75,132.25,3.25,0,14.1633107869228,56.625,88.25,29.85575,49.75,63.25,0.75,0,22.9036697656932,52.775
"537",42.875,80.45,29.89075,70.5,114.5,3.5,0,10.5688333126373,55.5,86.225,29.85225,52.5,43.5,1,0,20.3155503513081,53.85
"538",45.05,77.925,29.888,76.75,147.5,2,0,7.59906542948429,46.4,84.575,29.8545,58.5,121.25,1,0,16.8655670755751,47.575
"539",43.25,77.55,29.8955,78,115.5,2,0,7.09894460031242,43.775,79.575,29.869,65.75,113.75,0.25,0,11.8117187722749,41.2
"540",35.05,75.05,29.9325,80.5,180.5,0,0,5.79258435741133,41.1,77.925,29.87725,69.25,47.75,0,0,10.0537116410183,30.55
"541",34.4,74.05,29.9395,82,136,1,0,5.1699644945806,33.525,76.525,29.9045,76,43.25,0,0,7.48816661830974,25.525
"542",36.35,73.325,29.94025,83.5,193,1.25,0,4.62788364577379,28.2,75.95,29.917,79.5,58.75,0.5,0,6.27608629629674,19.125
"543",33.6,72.325,29.93175,86.5,141,1.5,0,3.66001571483431,26.625,75,29.91975,82.25,51.5,0,0,5.26510804773196,16.525
"544",29.725,71.5,29.92225,88.75,143,0.5,0,2.9654206472233,30.1,73.775,29.91025,84,38.5,0,0,4.55599203997107,21.075
"545",25.425,71.525,29.911,90,124.75,0.75,0,2.63985900773304,28.625,72.725,29.90075,86.75,48.5,0,0,3.64060587076336,18.375
"546",18.825,70.5,29.90625,93,123,1,0,1.78386186336338,24.5,72.675,29.89125,87,66.5,0,0,3.56522355754202,16.5
"547",20.025,70.65,29.9195,94,134.25,0.25,0,1.53648488651769,22.725,71.95,29.8885,88.75,136.5,0,0,3.01322680043885,17.1
"548",18.075,70.8,29.936,94,130.75,0.5,0,1.54432068453864,20.6,71,29.8975,91.25,69.75,0,0,2.26860704400951,16.6
"549",19.55,72,29.9575,92.5,124,2,0,2.01146553391831,13.55,70.7,29.91025,93.25,45.5,0.25,0,1.73168428952214,13.725
"550",20.825,73.25,29.9655,90.25,151.75,2.25,0,2.73320207763716,13.8,71.275,29.92625,93.25,66.25,0.25,0,1.76930882835611,12.9
"551",27.175,75.75,29.9735,85,166.75,3.5,0,4.59934084195849,18.625,72.975,29.935,89,53,1,0,3.04991066082104,11.675
"552",30.65,78.7,29.956,79,134,5.5,0,7.04268755797166,19.925,75.175,29.93825,85.25,102.25,1.25,0,4.41215907376717,14.5
"553",32.95,81.175,29.95625,75.5,150.5,5.75,0,8.9168326602553,19.975,76.825,29.9335,82,176.25,2,0,5.67389368225225,18.675
"554",36,82.4666666666667,29.9516666666667,72,143.333333333333,5.66666666666667,0,10.6103281233415,22,78.7,29.93125,78,46,1.75,0,7.39260068696056,21.3
"555",36.2666666666667,82.4666666666667,29.9323333333333,69.3333333333333,168.333333333333,6.33333333333333,0,11.6223292910798,28.075,80.175,29.92975,77,120.75,1.75,0,8.08903003525936,27.075
"556",35.675,80.15,29.93,73.75,195.5,5.25,0,9.42032894197125,33.425,80.8,29.911,75.75,30,2,0,8.71240172578309,31.7
"557",34.775,72.475,29.92775,86.25,145.5,3,0.0075,3.74981042044751,37.425,83.05,29.89575,70.5,163.5,1.75,0,11.4034913700709,34.475
"558",35.45,75.8,29.925,83.5,124.5,3,0.01,5.04383802005102,26.5,73.875,29.89725,88.25,134.5,1.5,0.1475,3.47025648840938,29.05
"559",32.575,77.475,29.917,84.5,136,3.25,0.01,5.01202949279061,23.6,74,29.898,91.75,91,0,0.2,2.37332037288823,23.9
"560",33.775,79.8,29.91025,80.75,164.5,5.75,0.01,6.68674988678804,27.775,75.775,29.89,87.25,110.75,1,0.2,3.88903813300437,23.125
"561",31.775,78.575,29.924,80.5,147.5,4,0.01,6.51321539722769,29.025,77.1,29.8865,85,130.25,0.75,0.2,4.77085794167608,27.375
"562",28.25,77.275,29.916,84,131.25,2.75,0.01,5.11944969642017,27.25,77.325,29.89875,86.75,171.75,1.25,0.205,4.2527638717238,28.875
"563",26.25,75.75,29.92275,87,148.25,2.25,0.01,3.9543664106961,22.475,75.2,29.88925,89.75,265.5,0.75,0.22,3.05919073183091,26.075
"564",26,74.85,29.9165,88.5,152.5,4.5,0.01,3.39335676518421,21.925,74.6,29.89725,90.75,105.25,1,0.22,2.70612259755371,21.5
"565",22.8,73.45,29.9265,90.5,138.5,5,0.01,2.67442357590198,20.55,74.2,29.888,90.5,249.25,1.5,0.22,2.74334048916418,19.875
"566",21.25,72.9,29.9415,91,169.5,3,0,2.48701595185724,18.875,73.375,29.90175,92.75,110.5,1.5,0.22,2.03624194781703,23.75
"567",22.525,72.475,29.9305,91,155.75,4,0,2.45167859042177,15.95,72.95,29.922,93,72.75,0.25,0.165,1.93760728448082,21.325
"568",22.15,71.7,29.93275,92,190,2.5,0,2.12406390966905,14.725,72.525,29.91275,94,45.5,0,0,1.63719906551857,19.125
"569",19.425,71.175,29.9275,93.5,144.25,1.75,0,1.69524643216901,15.075,71.9,29.9065,94.5,37.75,0.5,0,1.47010026806112,18.475
"570",18.4,71.45,29.92875,94,150,3.75,0,1.57880752012804,10.7,71.45,29.9015,95,49,0.25,0,1.31563667304513,13.75
"571",16,71.2,29.938,94.5,147,3,0,1.43589169668331,6.075,71.325,29.90775,96,54.25,0,0,1.04805427857248,13.975
"572",14.375,71.35,29.953,95,177.25,3,0,1.3111855562718,3.525,71.675,29.915,95.75,68.25,0.25,0,1.12760084801747,14.25
"573",13.3,72.475,29.97575,94,178.25,4,0,1.63708726811621,5.7,72.075,29.92325,95,58,0,0,1.34374925094136,10.5
"574",12.65,73.8,29.9905,91.5,166,5,0,2.42145819865386,3.925,72.4,29.94875,94.75,116.75,0.75,0,1.42747838110939,10.425
"575",13.35,74.7,29.991,88.75,147,5.25,0,3.30823522917361,5.575,73.775,29.95725,91.5,183.75,1.5,0,2.42330162486865,10.925
"576",17.85,77.525,29.9785,82.5,145,7.75,0,5.66780271786369,10.15,75.25,29.95925,87.75,31.75,2,0,3.6716413518017,13.125
"577",25.55,81.475,29.9675,74.75,176.75,7.25,0,9.27337785574327,22.25,80.5,29.9405,75.5,59,2.5,0,8.70896120776269,19.55
"578",28.425,83.225,29.96425,70.75,185.75,8.25,0,11.364750463248,25.025,81.95,29.93675,72.25,30.75,2,0,10.3439965312407,23.675
"579",28.2,85.15,29.95025,67.25,186.5,8.75,0,13.5260672859946,28.425,83.525,29.9365,69.75,97.75,3,0,11.8713727023081,26.55
"580",26.9,85.525,29.93725,65.75,185.25,9,0,14.3169021896126,30.9333333333333,84.8,29.9263333333333,66.6666666666667,114.333333333333,3.33333333333333,0,13.6160828879412,30.3
"584",26.125,84.7,29.8945,66.75,149.25,7.5,0,13.5676997195313,28.9333333333333,85.3,29.8733333333333,62.6666666666667,303,3,0,15.4975628096904,25.55
"585",27,81.65,29.9025,73.5,181,6,0,9.80761466541336,25.2,83.875,29.87475,63.5,189.25,3,0,14.4754791788292,25.075
"586",28.55,79.9,29.898,78.5,174.5,6,0,7.50372996243898,24.325,82.475,29.8795,64.75,110.75,2.5,0,13.3644006132778,21.45
"587",27.425,78.85,29.906,81.75,159.75,8,0,6.14954224252912,24.975,80.9,29.8725,69.25,30.5,2.25,0,11.0827055852713,18.75
"588",24.275,78.15,29.911,83,189.75,9.25,0,5.59520227541993,21.875,79.525,29.8625,75.25,34,2.25,0,8.53312251196351,20.225
"589",20.175,76.9,29.925,85.5,193.25,6.75,0,4.58150247246621,24.375,78.525,29.90425,78,171.5,3,0,7.3305219994125,26.125
"590",19.575,76.25,29.9365,86.5,187.5,5.25,0,4.17149261085138,23.4,77.8,29.90825,79.75,267.5,2.75,0,6.59098662534703,24.05
"591",21.55,74.975,29.94675,86.5,190.5,3.5,0,4.00116020104452,22.85,76.575,29.917,82.25,64.75,1.25,0,5.54635008921577,21.25
"592",22.775,73.25,29.942,87.25,220.25,3,0,3.56615706659616,32.375,76.1,29.9285,77.5,40,1,0,6.91819060989138,24.275
"593",20.475,72.025,29.9325,89.25,210,2,0,2.88877965322837,31.675,74.925,29.92575,78.5,57.5,1.25,0,6.3630732041736,32.375
"594",17.65,71.2,29.93525,92,145,0.5,0,2.08792101593336,23.75,73.6,29.92,83.5,52,0.25,0,4.67331091704399,29.425
"595",14.15,71.85,29.9435,93,163,1.5,0,1.86717999266407,18.85,72.8,29.91875,87.75,54,0,0,3.37331763827771,22.35
"596",11.725,72.95,29.9555,93.5,188.5,4.25,0,1.80059383340224,16.5,72.975,29.92225,89.25,55.25,0.75,0,2.97783775548573,19.65
"597",12.15,74.4,29.959,91.5,187.5,6,0,2.47062207084959,14.25,73.7,29.933,90,29.5,1,0,2.83876312049253,15.825
"598",13.65,75.025,29.964,90,155.25,5.5,0,2.9694789321663,11.1,74.325,29.93825,90.5,56.5,1,0,2.75393683554483,12.225
"599",16.85,76.775,29.97525,85.75,172,6,0,4.48245427701301,14.375,75.4,29.943,87.5,40,1.75,0,3.76841710828469,11.95
"600",23.525,77.65,29.9915,83.25,213.75,7,0,5.44333531350634,27.575,76.875,29.95025,81,31.25,1.25,0,6.00055830187839,17.85
"601",32.15,79.85,29.9825,77,199,8,0,8.00431012903734,26.025,78.15,29.967,80.25,105,1,0,6.50080928387091,23.925
"602",30.8,79.55,29.98575,78.75,213,9,0,7.32336323573928,27.6,79.2,29.96425,80.25,186,1.75,0,6.72834779493363,27.125
"603",30.2,80.3,29.966,78.25,221,6.75,0,7.68845086756808,25.825,79.35,29.966,80.75,47.5,2,0,6.59284719538318,28.65
"604",30.25,81.85,29.9515,76.75,216.25,5.5,0,8.64468993492182,23.1,79.1,29.9485,82,139.5,1.5,0,6.12878161884715,23.825
"605",30.7,81.425,29.94475,77,234.5,4.5,0,8.42572709334727,24.85,82.7,29.932,77,80,2,0,8.79145756397135,25.8
"606",31.675,82.025,29.91575,76.25,221,5.75,0,8.87488657285104,29.4,80.6,29.928,80,54,2,0,7.13256942016081,26.9
"607",31.9,81.525,29.896,76.75,198,4.5,0,8.54651228613074,27.025,80.15,29.9015,80.5,126.5,3,0,6.85448336350248,28.275
"608",30.5,80.725,29.89575,77.25,154.25,5,0,8.15897354057724,26.725,80.475,29.874,79.25,111,2,0,7.3705969231455,27.3
"609",31.45,77.65,29.89,81.5,167.75,6.25,0,5.9983682577879,26.275,80.475,29.86875,79.25,120.25,0.75,0,7.36989800428176,26.4333333333333
"610",29.05,74.55,29.886,86,166.5,5,0,4.08890741449017,26.275,79.275,29.86575,81,221.75,2.25,0,6.50878169513028,24.75
"611",30.95,74.65,29.904,86.5,201.25,5,0,3.95607796056511,22.85,75.45,29.86475,84.25,251,2.25,0,4.74705421993689,25.275
"612",35.2,74.6,29.91525,86,168.5,5.75,0,4.09574340496942,25.575,74.3,29.87925,87,43,1.75,0,3.76522417886157,25.7
"613",32.425,74.225,29.91625,86.5,194.25,4.75,0,3.9008718648816,28.875,73.85,29.89075,88.25,176.75,2.25,0,3.35262915293126,27.275
"614",32.5,73.775,29.88975,88.75,191.5,4.5,0,3.20208506114623,33.2,73.825,29.9,89.75,118.75,2.5,0,2.92229540827035,30.975
"615",32.775,73.5,29.88,90.5,174.5,3.5,0,2.67867898647034,31.6,74.1,29.87525,89.25,50,1.75,0,3.0925268233361,29.475
"616",29.825,73.5,29.879,91.75,206.5,2.75,0,2.32622122509267,29.45,74.525,29.86075,90.5,120.75,1.25,0,2.77171378208817,27.25
"617",25.55,73.45,29.87275,92.75,177.25,2.5,0,2.04095009929269,25.95,74.8,29.8605,91,58.75,0.25,0,2.6506397098274,28.325
"618",20.375,73.1,29.8565,94.5,208.25,3.5,0,1.53058085830242,22.3,74.65,29.85375,92.25,71.25,0.5,0,2.27172607191728,25.825
"619",15.475,73.15,29.8595,95.75,196,3.25,0,1.18422562176987,18.65,74.125,29.8305,93.75,41.5,1,0,1.79980987651786,20.75
"620",11.775,73.8,29.87575,95.75,231.25,2.75,0,1.2122911885548,14.375,74.5,29.83775,94,179,0.5,0,1.74946345071366,16.75
"621",12.6,76.675,29.8755,92.5,238.5,3.5,0,2.3711324426108,11.7,75.15,29.85025,93.5,76.5,0.5,0,1.93816591275449,12.825
"622",16.025,80.325,29.86925,85.5,209.5,4.5,0,5.13823764863129,12.575,77.4,29.85425,89.75,131.75,1.25,0,3.31039556931522,10.65
"623",20.925,82.95,29.87175,80.5,234.25,2.5,0,7.52982218369951,14.575,80.2,29.847,83.75,56.5,1,0,5.72850861865318,14.525
"624",28.275,86.425,29.85575,72.75,205.25,5,0,11.7412503146894,15.75,81.5,29.848,81.5,125.25,1,0,6.80339738524747,16.025
"625",31.35,88.125,29.84525,70.25,231.5,4.5,0,13.5082172579207,18.15,83.5,29.8395,78.5,199,2,0,8.42684728902842,17.325
"635",24.55,82.1,29.66875,83,195.75,7.25,0,6.36965542178166,19.375,85.325,29.667,74.5,186.5,2.75,0,10.5989547716999,18.175
"636",26.8,80.975,29.71025,85.5,221.75,4,0,5.2365235171474,17.85,83.95,29.6545,78.25,34.75,3.25,0,8.64955034025322,15.825
"637",23.875,79.5,29.73475,86.5,216.5,1.75,0,4.64535904084655,18.6,82.75,29.69675,79,66.5,1.75,0,8.02768732241577,16.775
"638",19.75,79.15,29.74,83.5,208,2.5,0,5.61309254310614,21.05,82.25,29.7175,74.5,58.75,1.75,0,9.59388159374692,18.525
"639",18.7,79.15,29.71725,81,207.5,4.25,0,6.4623968713917,21.75,81.95,29.72125,73,67.5,1.75,0,10.0608959702699,20.65
"640",19.25,78.9,29.70125,79.5,225,4,0,6.91723000218799,21.225,81.25,29.70725,73,108,2,0,9.83517474817274,21.2
