Wavelength,SLSC SBS1,SLSC SBS2,SLSC SBS3,SLSC SBS4,SLSC SBS5,SLSC SBS6.1,SLSC SBS6.2,SLSC SBS7,SLSC SBS8,SLSC SBT1,SLSC SBT2,SLSC SBT3,SLSC SBT4,SLSC SBT5,SLSC SBT6,SLSC SBT7,SLSC SBT8,SWIC SBS1,SWIC SBS2,SWIC SBS3,SWIC SBS4,SWIC SBS5,SWIC SBT1,SWIC SBT2,SWIC SBT3,SWIC SBT4,SWIC SBT5,SWIC SBT6,,,,,
510,5.898,3.57,4.231,4.163,7.476,5.148,4.219,3.928,4.678,5.424,6.192,6.503,9.911,8.159,10.391,4.309,3.973,6.022,5.355,5.75,5.997,5.577,7.971,5.084,5.997,6.811,5.923,5.281,,,,,
511.5,6.084,3.781,4.346,4.222,7.913,5.497,4.481,3.985,4.786,5.685,6.239,6.553,9.925,8.263,10.744,4.346,4.03,6.106,5.46,6.031,5.907,5.957,7.992,5.163,6.155,7.123,5.833,5.411,,,,,
513,6.355,3.854,4.393,4.405,8.339,5.712,4.588,4.152,4.978,5.854,6.659,6.78,10.146,8.488,10.829,4.405,4.175,6.435,5.606,6.259,6.335,6.058,8.22,5.354,6.536,7.366,6.058,5.329,,,,,
514.4,6.625,4.001,4.433,4.654,8.947,5.914,4.712,4.234,5.202,6.272,6.79,6.84,10.593,8.815,11.16,4.572,4.246,6.745,5.752,6.388,6.592,6.439,8.654,5.37,6.719,7.737,6.21,5.548,,,,,
515.9,7,4.176,4.591,4.805,9.562,6.347,5.042,4.401,5.41,6.63,7.029,7.203,10.568,9.098,11.79,4.662,4.401,6.954,6.005,6.595,6.877,6.697,9.007,5.414,6.98,7.929,6.415,5.594,,,,,
517.4,7.447,4.317,4.869,5.049,10.205,6.608,5.348,4.629,5.648,7.043,7.168,7.343,11.089,9.466,12.238,4.965,4.737,7.176,6.533,6.842,7.202,6.996,9.388,5.633,7.176,8.282,6.816,5.761,,,,,
518.9,7.841,4.424,4.856,5.251,10.754,6.786,5.671,4.784,5.947,7.466,7.541,7.516,11.473,9.93,12.593,5.131,4.915,7.728,6.807,7.114,7.677,7.651,9.928,6.013,7.446,8.777,6.832,6.09,,,,,
520.4,8.315,4.585,5.06,5.547,11.462,7.103,5.856,5.001,6.283,7.903,7.878,7.779,11.866,10.487,13.146,5.357,5.06,8.146,7.26,7.311,8.045,8.045,10.119,6.248,7.893,8.955,7.361,6.248,,,,,
521.8,8.83,4.79,5.118,5.797,12.051,7.237,6.043,5.258,6.664,8.416,8.101,8.125,12.345,10.963,13.922,5.481,5.317,8.462,7.841,7.742,8.337,8.61,10.496,6.278,8.189,9.479,7.717,6.501,,,,,
523.3,9.249,5.086,5.351,6.089,12.674,7.427,6.366,5.559,6.897,8.823,8.347,8.442,12.652,11.32,14.316,5.697,5.559,8.867,8.256,8.256,8.793,9.209,11.285,6.864,8.574,10.015,7.963,6.717,,,,,
524.8,9.692,5.324,5.483,6.393,13.332,7.69,6.643,5.79,7.303,9.623,8.71,8.569,13.088,11.918,14.868,5.881,5.847,9.335,8.519,8.519,9.359,9.767,11.543,7.055,8.951,10.343,8.399,7.007,,,,,
526.2,10.269,5.559,5.627,6.816,13.881,7.846,6.941,6.103,7.677,10.012,9.059,8.92,13.635,12.381,15.772,6.125,6.069,9.936,9.221,8.816,9.864,10.317,12.104,7.362,9.531,10.77,8.721,7.315,,,,,
527.7,10.722,5.764,5.82,6.978,14.522,8.078,7.159,6.251,7.999,10.534,9.304,9.327,14.176,13.016,16.357,6.388,6.456,10.336,9.598,9.216,10.36,10.669,12.479,7.645,10.002,11.312,8.859,7.549,,,,,
529.2,11.173,5.96,5.96,7.309,15.082,8.113,7.275,6.618,8.397,10.98,9.686,9.639,14.725,13.777,17.175,6.652,6.754,10.832,10.192,9.481,10.453,11.353,13.131,7.798,10.382,11.709,9.291,7.798,,,,,
530.7,11.587,6.142,6.186,7.589,15.531,8.262,7.478,6.815,8.693,11.434,10.014,9.901,15.223,14.141,17.636,6.838,6.959,11.042,10.719,9.774,11.18,11.918,13.439,8.391,10.788,12.125,9.728,7.999,,,,,
532.1,12.008,6.376,6.355,7.852,16.08,8.396,7.663,7.025,9.003,11.721,10.168,10.189,15.592,14.486,18.145,7.067,7.203,11.7,11.027,10.267,11.591,12.459,13.848,8.27,11.135,12.438,9.876,8.465,,,,,
533.6,12.435,6.491,6.432,8.219,16.633,8.511,7.77,7.311,9.253,12.132,10.452,10.275,15.886,14.938,18.811,7.291,7.448,12.07,11.446,10.481,11.909,12.955,14.122,8.731,11.406,12.855,10.28,8.61,,,,,
535.1,12.73,6.702,6.574,8.332,16.855,8.523,7.913,7.467,9.543,12.447,10.703,10.52,16.211,15.183,19.111,7.494,7.649,12.2,11.919,10.626,12.144,13.193,14.393,8.921,11.863,13.268,10.495,8.714,,,,,
536.5,13.049,6.752,6.675,8.502,17.244,8.579,8.004,7.653,9.669,12.558,11.006,10.712,16.353,15.474,19.476,7.584,7.764,12.679,12.114,10.825,12.396,13.579,14.674,9.112,11.955,13.385,10.842,8.918,,,,,
538,13.31,6.913,6.733,8.627,17.574,8.603,8.102,7.774,9.882,12.788,10.98,10.848,16.765,15.779,19.905,7.733,7.979,13,12.479,11.016,12.782,13.858,14.901,9.099,12.21,13.589,10.797,8.88,,,,,
539.5,13.508,7.052,6.845,8.717,17.903,8.702,8.115,7.948,10.058,12.994,11.208,11.034,16.899,15.95,20.028,7.805,8.122,13.092,12.784,11.194,12.881,14.212,15.088,9.231,12.313,13.92,10.837,8.955,,,,,
540.9,13.781,7.107,6.906,8.867,18.183,8.689,8.177,8.022,10.153,13.22,11.325,11.094,17.057,16.009,20.37,7.914,8.208,13.329,13.108,11.323,13.155,14.387,15.272,9.444,12.476,14.008,11.134,9.097,,,,,
542.4,13.981,7.193,6.918,8.984,18.511,8.815,8.303,8.15,10.323,13.312,11.389,11.056,17.098,16.205,20.4,7.997,8.341,13.413,13.351,11.424,13.335,14.548,15.34,9.543,12.652,14.128,11.191,9.139,,,,,
543.9,14.118,7.249,6.991,9.09,18.751,8.847,8.322,8.223,10.399,13.468,11.469,11.123,17.21,16.248,20.517,8.01,8.413,13.71,13.648,11.518,13.525,14.683,15.439,9.65,12.722,14.189,11.224,9.14,,,,,
545.3,14.257,7.297,6.999,9.128,18.951,8.861,8.434,8.289,10.479,13.462,11.519,11.188,17.377,16.353,20.705,8.136,8.464,13.757,13.788,11.706,13.603,15.006,15.7,9.685,12.924,14.374,11.366,9.238,,,,,
546.8,14.393,7.351,7.05,9.233,19.206,8.932,8.5,8.33,10.683,13.64,11.576,11.349,17.478,16.507,20.922,8.184,8.5,13.882,14.006,11.83,13.804,15.203,15.7,9.7,13.011,14.41,11.332,9.342,,,,,
548.2,14.548,7.364,7.114,9.336,19.463,8.984,8.562,8.389,10.714,13.68,11.728,11.359,17.507,16.569,21.057,8.256,8.616,13.994,14.214,11.965,13.931,15.314,15.77,9.874,13.223,14.56,11.462,9.45,,,,,
549.7,14.692,7.429,7.135,9.384,19.65,9.066,8.605,8.566,10.814,13.921,11.663,11.305,17.751,16.568,21.099,8.343,8.693,14.256,14.336,12.042,14.033,15.483,15.913,9.828,13.205,14.686,11.564,9.382,,,,,
551.2,14.779,7.49,7.143,9.425,19.818,9.127,8.611,8.571,10.893,13.865,11.769,11.501,17.693,16.748,21.27,8.337,8.724,14.258,14.58,12.035,14.178,15.644,16.046,9.924,13.308,14.838,11.616,9.425,,,,,
552.6,14.868,7.532,7.205,9.476,20.007,9.141,8.725,8.651,10.955,14.013,11.927,11.513,17.691,16.831,21.274,8.431,8.815,14.483,14.614,12.172,14.337,15.753,16.127,10.041,13.328,14.89,11.635,9.292,,,,,
554.1,14.934,7.533,7.195,9.509,20.194,9.155,8.751,8.636,10.974,13.911,11.848,11.529,17.765,16.773,21.25,8.43,8.908,14.468,14.697,12.065,14.174,15.808,16.135,9.94,13.373,14.86,11.705,9.351,,,,,
555.5,14.962,7.527,7.246,9.54,20.261,9.177,8.781,8.699,11.009,14.044,11.788,11.5,17.706,16.811,21.193,8.451,8.839,14.473,14.898,12.036,14.26,15.797,16.043,9.943,13.393,14.947,11.709,9.305,,,,,
557,14.966,7.545,7.199,9.497,20.353,9.184,8.698,8.665,11.029,13.857,11.727,11.505,17.527,16.59,21.071,8.451,8.797,14.474,14.864,11.839,14.246,15.856,16.068,10.018,13.319,14.848,11.644,9.384,,,,,
558.5,14.935,7.521,7.128,9.474,20.428,9.229,8.78,8.583,10.921,13.845,11.611,11.375,17.48,16.504,20.862,8.379,8.722,14.492,15.039,12.066,14.316,15.906,15.987,9.961,13.303,14.942,11.616,9.254,,,,,
559.9,14.869,7.447,7.141,9.405,20.43,9.252,8.728,8.527,10.872,13.752,11.635,11.279,17.244,16.193,20.72,8.422,8.656,14.482,14.972,11.876,14.087,15.745,15.856,9.902,13.14,14.656,11.45,9.223,,,,,
561.4,14.709,7.398,7.067,9.346,20.372,9.165,8.628,8.447,10.758,13.407,11.401,11.205,17.056,16.046,20.51,8.337,8.613,14.31,14.849,11.907,14.11,15.619,15.881,9.781,13.062,14.541,11.414,9.119,,,,,
562.8,14.604,7.31,6.948,9.166,20.334,9.135,8.596,8.372,10.622,13.337,11.237,11.09,16.877,15.776,20.138,8.172,8.434,14.161,14.806,11.716,14.056,15.482,15.662,9.511,12.961,14.686,11.161,9.046,,,,,
564.3,14.462,7.209,6.924,9.08,20.263,9.132,8.586,8.189,10.435,13.199,11.263,10.935,16.603,15.535,19.821,8.069,8.354,14.012,14.869,11.541,13.881,15.203,15.422,9.462,12.747,14.448,11.09,8.794,,,,,
565.7,14.273,7.078,6.766,8.91,20.153,9.121,8.481,8.081,10.385,12.981,11.036,10.815,16.223,15.243,19.492,7.929,8.219,13.906,14.539,11.358,13.779,14.961,15.257,9.303,12.611,14.286,10.908,8.628,,,,,
567.2,14.058,6.962,6.708,8.782,20.047,9.064,8.387,7.921,10.2,12.684,10.908,10.587,16.021,14.873,19.052,7.766,7.999,13.657,14.461,11.231,13.616,14.665,15.115,9.2,12.28,14.107,10.604,8.464,,,,,
568.6,13.838,6.858,6.604,8.55,19.942,9.029,8.255,7.755,9.947,12.419,10.662,10.313,15.65,14.5,18.648,7.639,7.837,13.376,14.352,11.094,13.428,14.286,14.787,9.009,12.03,13.864,10.553,8.297,,,,,
570.1,13.589,6.684,6.485,8.389,19.754,9.001,8.236,7.583,9.76,12.092,10.289,10.139,15.146,14.119,18.213,7.463,7.663,13.189,14.136,10.823,13.138,13.995,14.584,8.763,11.833,13.624,10.234,8.047,,,,,
571.5,13.276,6.547,6.314,8.178,19.519,8.883,8.074,7.356,9.504,11.805,10.228,9.961,14.778,13.637,17.641,7.304,7.453,12.862,13.877,10.609,12.862,13.667,14.211,8.628,11.488,13.308,9.866,7.873,,,,,
573,12.967,6.377,6.163,7.942,19.255,8.835,7.936,7.181,9.257,11.366,9.953,9.682,14.511,13.168,17.197,7.137,7.219,12.631,13.652,10.371,12.595,13.256,14.001,8.28,11.297,13.075,9.602,7.691,,,,,
574.4,12.687,6.267,6.052,7.722,19.015,8.71,7.826,7.028,9.054,11.069,9.648,9.499,14.025,12.799,16.718,6.948,6.997,12.229,13.411,10.053,12.37,13.002,13.704,8.215,11.012,12.838,9.409,7.466,,,,,
575.8,12.387,6.037,5.971,7.489,18.695,8.658,7.627,6.868,8.802,10.788,9.486,9.317,13.662,12.371,16.289,6.784,6.82,12.004,13.093,9.86,12.05,12.6,13.334,7.945,10.835,12.577,9.195,7.315,,,,,
577.3,12.096,5.914,5.872,7.37,18.476,8.605,7.573,6.684,8.623,10.486,9.213,9.102,13.454,12.036,15.856,6.708,6.696,11.706,12.861,9.646,11.797,12.272,13.155,7.732,10.382,12.295,8.921,7.144,,,,,
578.7,11.877,5.84,5.781,7.202,18.199,8.529,7.416,6.524,8.422,10.209,9.041,8.908,13.164,11.742,15.48,6.506,6.495,11.561,12.587,9.463,11.572,12.114,12.858,7.613,10.275,12.102,8.685,6.993,,,,,
580.2,11.611,5.709,5.668,7.002,17.972,8.51,7.349,6.362,8.229,9.982,8.909,8.743,12.937,11.487,15.018,6.434,6.368,11.241,12.431,9.337,11.411,11.717,12.68,7.411,10.04,11.83,8.544,6.901,,,,,
581.6,11.356,5.605,5.623,6.839,17.758,8.444,7.241,6.286,8.08,9.751,8.695,8.683,12.727,11.177,14.851,6.316,6.262,11.061,12.27,9.174,11.153,11.43,12.454,7.32,9.887,11.66,8.356,6.837,,,,,
583,11.156,5.544,5.5,6.74,17.572,8.409,7.17,6.185,7.942,9.583,8.641,8.537,12.444,11.054,14.478,6.26,6.117,10.864,12.054,9.026,11.017,11.229,12.183,7.235,9.744,11.5,8.26,6.61,,,,,
584.5,10.958,5.444,5.476,6.646,17.374,8.437,7.152,6.077,7.772,9.318,8.54,8.434,12.251,10.708,14.171,6.192,6.058,10.672,11.831,8.934,10.854,11.083,12.061,7.087,9.574,11.361,8.113,6.544,,,,,
585.9,10.788,5.387,5.414,6.521,17.165,8.441,7.091,6.01,7.688,9.153,8.419,8.262,12.056,10.683,13.995,6.089,5.925,10.428,11.747,8.776,10.674,10.958,11.894,7.001,9.306,11.204,7.938,6.323,,,,,
587.4,10.669,5.281,5.341,6.454,17.01,8.438,7.02,5.921,7.599,9.03,8.2,8.2,11.922,10.482,13.789,6.087,5.907,10.362,11.596,8.753,10.536,10.648,11.758,6.92,9.202,11.035,7.868,6.397,,,,,
588.8,10.558,5.276,5.37,6.426,16.937,8.512,6.991,5.861,7.51,8.898,8.188,8.127,11.714,10.282,13.647,6.036,5.888,10.303,11.48,8.588,10.491,10.541,11.693,6.773,9.114,10.979,7.749,6.247,,,,,
590.2,10.412,5.206,5.341,6.332,16.852,8.537,7.034,5.86,7.465,8.784,8.064,8.064,11.717,10.165,13.378,5.982,5.806,10.207,11.382,8.546,10.395,10.42,11.494,6.697,9.008,10.87,7.734,6.234,,,,,
591.7,10.309,5.192,5.293,6.255,16.753,8.619,7.016,5.771,7.42,8.704,8.022,7.973,11.589,10.03,13.317,5.919,5.757,10.045,11.327,8.439,10.256,10.294,11.489,6.672,9.012,10.941,7.63,6.136,,,,,
593.1,10.246,5.17,5.21,6.196,16.677,8.643,7.007,5.74,7.363,8.521,7.94,7.988,11.535,10.022,13.181,5.921,5.72,9.907,11.255,8.423,10.216,10.142,11.367,6.667,8.905,10.761,7.532,6.122,,,,,
594.5,10.158,5.142,5.236,6.251,16.602,8.735,7.026,5.69,7.266,8.433,7.893,7.845,11.377,9.911,13.131,5.884,5.71,9.871,11.076,8.384,10.154,10.08,11.272,6.601,8.937,10.768,7.437,6.073,,,,,
596,10.084,5.135,5.235,6.143,16.533,8.824,7.039,5.692,7.251,8.418,7.905,7.869,11.315,9.813,12.972,5.878,5.672,9.806,11.085,8.198,10.086,10.038,11.329,6.627,8.868,10.647,7.455,6.042,,,,,
597.4,9.992,5.104,5.223,6.077,16.496,8.974,7.082,5.623,7.187,8.324,7.865,7.735,11.249,9.787,12.876,5.775,5.591,9.785,11.051,8.291,10.051,10.039,11.22,6.52,8.833,10.641,7.387,5.941,,,,,
598.8,9.953,5.097,5.181,6.056,16.418,8.981,7.113,5.57,7.146,8.262,7.796,7.75,11.171,9.693,12.835,5.79,5.615,9.841,11.04,8.321,10.066,9.924,11.075,6.565,8.761,10.47,7.348,5.971,,,,,
600.3,9.895,5.011,5.184,6.066,16.376,9.025,7.108,5.625,7.14,8.272,7.769,7.7,11.064,9.68,12.78,5.714,5.618,9.709,11.006,8.26,9.954,9.814,11.088,6.391,8.774,10.515,7.337,5.865,,,,,
601.7,9.859,5.058,5.196,5.937,16.241,9.156,7.148,5.585,7.085,8.154,7.626,7.626,11.119,9.546,12.657,5.711,5.497,9.587,10.868,8.26,9.884,9.85,10.948,6.407,8.626,10.445,7.219,5.812,,,,,
603.1,9.721,5.036,5.177,5.951,16.188,9.248,7.16,5.539,7.044,8.148,7.708,7.599,10.959,9.509,12.573,5.674,5.478,9.538,10.791,8.163,9.795,9.639,10.936,6.396,8.644,10.377,7.224,5.792,,,,,
604.5,9.659,4.985,5.117,5.931,16.087,9.288,7.14,5.506,6.936,8.039,7.58,7.59,10.99,9.386,12.487,5.668,5.398,9.502,10.764,8.163,9.741,9.589,10.916,6.389,8.478,10.263,7.172,5.779,,,,,
606,9.505,4.93,5.069,5.837,15.923,9.337,7.151,5.482,6.866,7.934,7.54,7.561,10.869,9.345,12.3,5.651,5.401,9.353,10.579,8.053,9.639,9.491,10.854,6.352,8.465,10.273,7.113,5.622,,,,,
607.4,9.411,4.892,5.044,5.789,15.776,9.383,7.092,5.388,6.793,7.8,7.478,7.478,10.684,9.167,12.162,5.609,5.383,9.256,10.454,7.914,9.542,9.307,10.669,6.256,8.273,10.095,6.972,5.703,,,,,
608.8,9.29,4.875,5.011,5.694,15.58,9.372,7.121,5.339,6.711,7.636,7.383,7.393,10.589,8.966,12.046,5.536,5.284,9.123,10.291,7.817,9.381,9.202,10.548,6.155,8.173,9.945,6.927,5.571,,,,,
610.2,9.139,4.768,4.979,5.603,15.398,9.34,6.999,5.286,6.644,7.542,7.318,7.374,10.484,8.91,11.88,5.497,5.233,8.927,10.197,7.743,9.204,9.041,10.397,6.129,8.068,9.815,6.798,5.518,,,,,
611.7,8.986,4.718,4.912,5.505,15.166,9.39,6.967,5.239,6.507,7.434,7.199,7.217,10.346,8.691,11.64,5.444,5.193,8.821,10.008,7.559,9.051,8.867,10.174,5.985,7.872,9.686,6.712,5.534,,,,,
613.1,8.796,4.646,4.878,5.432,14.926,9.37,6.901,5.15,6.456,7.202,7.08,7.124,10.296,8.566,11.52,5.348,5.091,8.673,9.811,7.49,8.877,8.637,10.025,5.951,7.801,9.527,6.618,5.426,,,,,
614.5,8.661,4.613,4.848,5.313,14.689,9.346,6.824,5.083,6.325,7.175,6.973,7.108,10.057,8.452,11.317,5.376,5.064,8.534,9.739,7.362,8.749,8.465,9.92,5.821,7.655,9.42,6.57,5.408,,,,,
615.9,8.5,4.542,4.826,5.265,14.474,9.307,6.707,5.036,6.255,7.014,6.883,7.014,9.992,8.368,11.099,5.274,5.041,8.371,9.49,7.226,8.68,8.338,9.774,5.764,7.51,9.19,6.458,5.355,,,,,
617.3,8.373,4.503,4.813,5.187,14.253,9.262,6.691,4.964,6.144,6.926,6.846,7.014,9.894,8.174,11.029,5.26,4.954,8.229,9.338,7.178,8.498,8.164,9.655,5.687,7.431,9.101,6.298,5.207,,,,,
618.8,8.223,4.485,4.771,5.103,14.046,9.216,6.593,4.906,6.056,6.734,6.765,6.891,9.787,8.107,10.877,5.215,4.883,8.111,9.19,7.088,8.359,8.007,9.525,5.626,7.368,8.942,6.257,5.138,,,,,
620.2,8.074,4.388,4.728,5.047,13.867,9.17,6.501,4.843,5.983,6.689,6.658,6.875,9.74,7.982,10.785,5.162,4.883,8.006,9.047,6.996,8.227,7.919,9.355,5.561,7.225,8.818,6.2,5.08,,,,,
621.6,8.001,4.381,4.698,4.975,13.662,9.166,6.483,4.874,5.929,6.586,6.624,6.84,9.617,7.878,10.602,5.124,4.808,7.945,8.988,7.005,8.134,7.765,9.254,5.532,7.154,8.753,6.135,5.093,,,,,
623,7.91,4.34,4.718,4.951,13.543,9.115,6.429,4.806,5.826,6.514,6.59,6.782,9.59,7.833,10.511,5.109,4.793,7.835,8.875,6.92,8.046,7.71,9.227,5.481,7.006,8.664,6.107,5.106,,,,,
624.4,7.806,4.286,4.67,4.93,13.433,9.12,6.43,4.776,5.795,6.467,6.513,6.759,9.539,7.788,10.453,5.08,4.802,7.779,8.749,6.887,8.014,7.638,9.164,5.392,7.02,8.585,6.026,5.032,,,,,
625.8,7.777,4.296,4.668,4.903,13.384,9.159,6.391,4.77,5.775,6.353,6.453,6.753,9.453,7.699,10.415,5.089,4.792,7.705,8.708,6.835,7.971,7.525,9.053,5.416,6.976,8.544,6.035,5.016,,,,,
627.2,7.744,4.3,4.652,4.852,13.3,9.197,6.385,4.768,5.775,6.357,6.512,6.705,9.439,7.701,10.328,5.075,4.781,7.665,8.727,6.831,7.925,7.523,9.058,5.383,6.886,8.531,6.005,4.958,,,,,
628.6,7.734,4.285,4.675,4.886,13.267,9.234,6.431,4.761,5.776,6.325,6.434,6.714,9.402,7.67,10.304,5.053,4.761,7.543,8.659,6.791,7.891,7.527,8.984,5.422,6.942,8.548,5.992,4.979,,,,,
630,7.708,4.294,4.702,4.856,13.244,9.272,6.443,4.72,5.704,6.323,6.401,6.698,9.328,7.614,10.259,5.083,4.793,7.565,8.609,6.728,7.804,7.405,9.008,5.325,6.823,8.434,5.994,4.958,,,,,
631.5,7.67,4.283,4.668,4.843,13.234,9.396,6.463,4.774,5.715,6.274,6.417,6.67,9.312,7.603,10.254,5.081,4.765,7.614,8.629,6.768,7.936,7.452,9.007,5.325,6.848,8.451,5.986,4.931,,,,,
632.9,7.678,4.321,4.694,4.825,13.212,9.445,6.494,4.746,5.715,6.282,6.386,6.643,9.387,7.622,10.221,5.049,4.76,7.56,8.581,6.808,7.846,7.437,8.9,5.361,6.898,8.459,5.958,4.904,,,,,
634.3,7.635,4.275,4.701,4.82,13.166,9.531,6.526,4.711,5.659,6.194,6.406,6.635,9.316,7.645,10.237,5.047,4.749,7.573,8.553,6.767,7.888,7.382,8.968,5.215,6.809,8.461,5.987,4.883,,,,,
635.7,7.609,4.278,4.688,4.857,13.089,9.598,6.523,4.693,5.668,6.213,6.321,6.611,9.307,7.581,10.194,5.07,4.761,7.481,8.452,6.763,7.793,7.329,8.941,5.268,6.915,8.443,5.969,4.905,,,,,
637.1,7.499,4.244,4.673,4.791,12.97,9.646,6.509,4.678,5.653,6.144,6.415,6.643,9.212,7.59,10.159,5.017,4.737,7.489,8.435,6.793,7.721,7.248,8.848,5.271,6.75,8.452,5.916,4.901,,,,,
638.5,7.459,4.251,4.678,4.758,12.754,9.692,6.48,4.648,5.622,6.085,6.378,6.593,9.15,7.566,10.139,4.994,4.743,7.347,8.266,6.751,7.723,7.189,8.87,5.28,6.76,8.389,5.876,4.816,,,,,
639.9,7.369,4.223,4.684,4.746,12.545,9.717,6.442,4.638,5.535,5.895,6.237,6.457,9.115,7.509,10.01,4.976,4.684,7.293,8.141,6.668,7.659,7.088,8.731,5.204,6.776,8.347,5.82,4.785,,,,,
641.3,7.222,4.219,4.663,4.689,12.271,9.712,6.402,4.616,5.519,5.808,6.299,6.442,8.994,7.405,9.939,4.94,4.663,7.179,8.005,6.744,7.506,6.934,8.64,5.146,6.653,8.268,5.754,4.783,,,,,
642.7,7.1,4.204,4.65,4.666,11.989,9.725,6.297,4.613,5.468,5.751,6.295,6.395,8.971,7.357,9.833,4.91,4.655,6.976,7.806,6.737,7.456,6.792,8.598,5.124,6.672,8.174,5.732,4.718,,,,,
644.1,6.965,4.197,4.651,4.586,11.664,9.641,6.231,4.543,5.374,5.627,6.197,6.316,8.89,7.309,9.764,4.861,4.618,6.936,7.61,6.645,7.338,6.655,8.471,5.064,6.608,8.134,5.7,4.652,,,,,
645.5,6.808,4.154,4.597,4.581,11.307,9.588,6.124,4.542,5.358,5.465,6.172,6.321,8.779,7.196,9.672,4.854,4.575,6.836,7.451,6.618,7.205,6.514,8.407,5.046,6.476,8.038,5.671,4.649,,,,,
646.9,6.699,4.195,4.594,4.533,10.971,9.553,6.012,4.505,5.27,5.342,6.085,6.339,8.728,7.176,9.678,4.826,4.555,6.708,7.195,6.507,7.186,6.412,8.218,4.978,6.45,8.027,5.59,4.568,,,,,
648.3,6.556,4.121,4.607,4.523,10.666,9.387,5.886,4.484,5.204,5.241,5.997,6.186,8.632,7.045,9.444,4.752,4.562,6.599,7.061,6.513,6.926,6.177,8.136,4.995,6.33,7.867,5.562,4.553,,,,,
649.6,6.429,4.102,4.583,4.415,10.346,9.328,5.786,4.432,5.142,5.206,6.009,6.132,8.626,7.011,9.363,4.784,4.527,6.537,6.854,6.431,6.911,6.076,8.025,4.943,6.191,7.698,5.471,4.521,,,,,
651,6.298,4.074,4.548,4.403,10.021,9.224,5.746,4.392,5.05,5.062,5.928,6.097,8.525,6.944,9.287,4.765,4.481,6.411,6.764,6.363,6.755,6,7.93,4.93,6.2,7.586,5.398,4.481,,,,,
652.4,6.178,4.019,4.516,4.334,9.789,9.154,5.632,4.384,5.013,5.006,5.918,6.104,8.44,6.923,9.193,4.688,4.45,6.271,6.563,6.299,6.715,5.912,7.857,4.911,6.082,7.517,5.364,4.429,,,,,
653.8,6.112,3.984,4.522,4.278,9.551,9.083,5.535,4.348,4.98,4.971,5.831,6.088,8.33,6.847,9.108,4.691,4.441,6.21,6.499,6.192,6.61,5.792,7.707,4.807,6.043,7.456,5.364,4.472,,,,,
655.2,6.031,3.949,4.538,4.238,9.375,8.979,5.469,4.324,4.95,4.89,5.751,6.11,8.353,6.801,9.044,4.655,4.415,6.186,6.378,6.204,6.478,5.74,7.598,4.728,5.986,7.352,5.293,4.428,,,,,
656.6,5.954,3.946,4.502,4.193,9.161,8.836,5.403,4.318,4.863,4.914,5.711,6.044,8.242,6.736,8.96,4.607,4.434,6.093,6.253,6.12,6.351,5.568,7.508,4.714,5.844,7.134,5.248,4.35,,,,,
658,5.848,3.866,4.49,4.173,8.892,8.667,5.322,4.255,4.816,4.805,5.684,5.983,8.176,6.666,8.876,4.633,4.392,5.916,6.063,6.063,6.202,5.526,7.38,4.625,5.821,7.007,5.214,4.383,,,,,
659.4,5.735,3.785,4.485,4.118,8.568,8.449,5.174,4.222,4.758,4.774,5.596,5.961,8.128,6.6,8.792,4.559,4.341,5.876,5.969,5.952,6.163,5.439,7.299,4.622,5.691,6.929,5.127,4.302,,,,,
660.8,5.628,3.771,4.413,4.027,8.304,8.174,5.059,4.181,4.697,4.71,5.589,5.888,8.065,6.509,8.654,4.557,4.326,5.735,5.768,5.874,5.997,5.367,7.118,4.524,5.571,6.676,5.064,4.312,,,,,
662.1,5.478,3.785,4.39,3.987,7.941,7.828,4.897,4.109,4.597,4.663,5.462,5.94,8.009,6.403,8.597,4.493,4.334,5.594,5.626,5.777,5.856,5.244,7,4.505,5.515,6.555,5.054,4.267,,,,,
663.5,5.355,3.697,4.396,3.907,7.622,7.512,4.802,4.085,4.533,4.571,5.419,5.877,7.945,6.304,8.494,4.46,4.286,5.47,5.454,5.64,5.771,5.176,6.823,4.448,5.392,6.413,4.944,4.309,,,,,
664.9,5.257,3.635,4.379,3.876,7.341,7.203,4.611,4.032,4.481,4.537,5.415,5.824,7.906,6.292,8.412,4.481,4.263,5.384,5.331,5.61,5.633,5.09,6.734,4.366,5.309,6.304,4.902,4.223,,,,,
666.3,5.163,3.621,4.362,3.834,7.024,6.898,4.54,3.991,4.405,4.451,5.324,5.855,7.818,6.218,8.378,4.436,4.192,5.305,5.224,5.497,5.504,5.025,6.661,4.303,5.188,6.123,4.9,4.178,,,,,
667.7,5.087,3.598,4.351,3.799,6.802,6.614,4.449,3.957,4.355,4.465,5.335,5.813,7.824,6.205,8.266,4.415,4.205,5.232,5.066,5.507,5.42,4.907,6.547,4.278,5.174,6.02,4.871,4.134,,,,,
669.1,5.039,3.593,4.322,3.778,6.574,6.38,4.339,3.964,4.318,4.472,5.314,5.799,7.799,6.178,8.227,4.368,4.187,5.215,5.03,5.421,5.336,4.873,6.453,4.254,5.101,5.912,4.873,4.176,,,,,
670.4,4.966,3.555,4.307,3.739,6.406,6.18,4.277,3.939,4.298,4.421,5.219,5.781,7.786,6.135,8.251,4.361,4.211,5.118,4.957,5.393,5.259,4.865,6.363,4.204,5.076,5.878,4.844,4.127,,,,,
